회사명,코드,년도,[제조]순운전자본비율(IFRS연결),법인세비용차감전순이익,이자비용1,이자비용2,이자비용3,이자비용4,당기순이익,법인세비용,금융수익,금융원가,지분법
(주)링크제니시스,219420,Dec-20,70.85,713304,55239,0,0,0,514413,198891,348033,55239,0
(주)링크제니시스,219420,Dec-14,,,,,,,,,,,
(주)마이더스AI,222810,Dec-16,,,,,,,,,,,
(주)마이더스AI,222810,Dec-15,,,,,,,,,,,
(주)마이더스AI,222810,Dec-18,,,,,,,,,,,
(주)마이더스AI,222810,Dec-19,-16.29,-37857900,4196930,0,0,0,-36530356,-1327544,15786425,14336321,-25810685
(주)마이더스AI,222810,Dec-17,,,,,,,,,,,
(주)마이더스AI,222810,Dec-20,48.36,-10857875,1480323,0,0,0,-12185419,1327544,4427958,13221753,0
(주)맥스트,377030,Dec-20,,,,,,,,,,,
(주)모바일리더,100030,Dec-11,,,,,,,,,,,
(주)모바일리더,100030,Dec-10,,,,,,,,,,,
(주)모바일리더,100030,Dec-13,48.18,4263981,18671,0,0,0,3897249,366732,1377705,206623,0
(주)모바일리더,100030,Dec-12,43.11,2142079,787,,0,0,1946135,195943,1768097,987908,0
(주)모바일리더,100030,Dec-14,44.73,1391754,4999,0,0,0,1248330,143424,1617903,234899,0
(주)모바일리더,100030,Dec-16,41.83,273418,103,0,0,0,144128,129290,863710,316148,0
(주)모바일리더,100030,Dec-17,33.25,999563,0,0,0,0,976912,22651,610130,237951,0
(주)모바일리더,100030,Dec-18,45.75,4211194,45,0,0,0,4405464,-194269,911461,172761,0
(주)모바일리더,100030,Dec-15,51.56,-120882,60,0,0,0,70291,-191173,1428179,192438,0
(주)모바일리더,100030,Dec-20,11.74,6508864,743281,0,0,0,5216268,1292596,5064582,1645769,0
(주)모바일리더,100030,Dec-19,42.63,-794233,0,0,0,0,-1522744,728512,1255412,6991898,0
(주)모비릭스,348030,Dec-17,,,,,,,,,,,
(주)모비릭스,348030,Dec-18,,,,,,,,,,,
(주)모비릭스,348030,Dec-19,,,,,,,,,,,
(주)모비릭스,348030,Dec-20,,,,,,,,,,,
(주)모비릭스,348030,Dec-16,,,,,,,,,,,
(주)모비스,250060,Dec-17,,,,,,,,,,,
(주)모비스,250060,Dec-18,60.61,-7206,53853,0,0,0,-353742,346536,1481767,58620,0
(주)모비스,250060,Dec-19,39.81,-437142,86850,0,0,0,-559611,122469,1208882,87538,0
(주)모비스,250060,Dec-20,31.62,1335985,129244,0,0,0,123072,1212913,1096058,397668,30512
(주)모비스,250060,Dec-16,,,,,,,,,,,
(주)미래아이앤지,7120,Dec-10,-11.67,489892,353056,,0,0,-2185056,6500,264917,514019,0
(주)미래아이앤지,7120,Dec-12,6.51,658627,510415,,0,0,418691,239935,147467,962481,0
(주)미래아이앤지,7120,Dec-13,11.84,-12012383,961979,0,0,0,-12193462,181079,537599,1868907,0
(주)미래아이앤지,7120,Dec-14,-1.45,-18683618,705410,0,0,0,-18683618,0,462903,1388942,0
(주)미래아이앤지,7120,Dec-15,72.06,1461952,463025,0,0,0,1178478,283473,1694604,1398835,0
(주)미래아이앤지,7120,Dec-16,21.53,-2343831,11919,0,0,0,-2343831,0,604767,193771,0
(주)미래아이앤지,7120,Dec-17,35.38,-2696717,9980,0,0,0,-2696717,0,308284,206999,0
(주)미래아이앤지,7120,Dec-18,37.82,-10844132,1771,0,0,0,-10844132,0,421669,278452,0
(주)미래아이앤지,7120,Dec-19,28.49,8890684,20086,0,0,0,14020545,-5129862,667775,549133,0
(주)미래아이앤지,7120,Dec-20,62.94,24490210,14219,0,0,0,19673712,4816498,1954504,557856,2848475
(주)미래아이앤지,7120,Dec-11,-6.7,1744366,724749,,0,0,1581408,162959,332838,862149,0
(주)미래테크놀로지,213090,Dec-15,,,,,,,,,,,
(주)미래테크놀로지,213090,Dec-16,,,,,,,,,,,
(주)미래테크놀로지,213090,Dec-17,26.08,6212553,0,0,0,0,4896254,1316300,1141882,47178,573849
(주)미래테크놀로지,213090,Dec-18,30.74,547011,7569,0,0,0,-695361,1242372,1201157,514530,30703
(주)미래테크놀로지,213090,Dec-19,31.51,4763906,88898,0,0,0,3675144,1088762,2303108,731974,-520472
(주)미래테크놀로지,213090,Dec-20,41.99,-1119733,101168,0,0,0,-931812,-187921,1642143,2555608,1846713
(주)미래테크놀로지,213090,Dec-14,,,,,,,,,,,
(주)미투온,201490,Dec-13,,,,,,,,,,,
(주)미투온,201490,Dec-16,78.49,3110088,1026,0,0,0,3096444,13644,380315,214425,-98473
(주)미투온,201490,Dec-17,8.62,3004998,255225,0,0,0,3057265,-52267,1329625,1012443,-297068
(주)미투온,201490,Dec-18,9.47,27880642,1776287,0,0,0,23340811,4539830,3380745,3399708,0
(주)미투온,201490,Dec-19,4.55,34631833,2271435,0,0,0,27868398,6763435,820822,4910389,0
(주)미투온,201490,Dec-12,,,,,,,,,,,
(주)미투온,201490,Dec-20,36.61,38096974,2523359,0,0,0,29423841,8673133,511527,4718494,0
(주)민앤지,214180,Dec-15,,,,,,,,,,,
(주)민앤지,214180,Dec-16,18.64,13909228,23953,0,0,0,11458905,2450323,448710,23953,-277135
(주)민앤지,214180,Dec-17,30.19,23346389,5581,0,0,0,18326378,5020011,1078599,5581,-130400
(주)민앤지,214180,Dec-18,28.12,25811031,49614,0,0,0,19716812,6094219,951764,49614,0
(주)민앤지,214180,Dec-19,43.44,30887428,98266,0,0,0,23910072,6977357,1856415,98266,0
(주)민앤지,214180,Dec-20,35.38,35388674,251705,0,0,0,29325048,6063627,2534730,321727,0
(주)민앤지,214180,Dec-14,,,,,,,,,,,
(주)바이브컴퍼니,301300,Dec-16,,,,,,,,,,,
(주)바이브컴퍼니,301300,Dec-17,,,,,,,,,,,
(주)바이브컴퍼니,301300,Dec-18,,,,,,,,,,,
(주)바이브컴퍼니,301300,Dec-20,21.25,-2987119,310379,0,0,0,-2572904,-414215,71127,341178,-599263
(주)바이브컴퍼니,301300,Dec-19,,,,,,,,,,,
(주)베노홀딩스,206400,Dec-15,86.64,-8981461,0,0,0,0,-8584372,-397089,215762,2655377,0
(주)베노홀딩스,206400,Dec-16,73.69,-7047189,715,0,0,0,-6724355,-322834,254948,174519,0
(주)베노홀딩스,206400,Dec-17,64.89,-11177173,6293,0,0,0,-12243001,1065828,123644,230251,0
(주)베노홀딩스,206400,Dec-18,2.27,-14545339,1283098,0,0,0,-14322231,-223108,2001419,1445619,-60000
(주)베노홀딩스,206400,Dec-19,44.77,1829762,751153,0,0,0,1874323,-47101,4459778,5520630,0
(주)베노홀딩스,206400,Dec-20,42.27,-12881436,1600881,0,0,0,-12898943,24192,5213977,16633656,-447923
(주)베노홀딩스,206400,Dec-14,,,,,,,,,,,
(주)베스파,299910,Dec-19,44.29,-8785111,138458,0,0,0,-8127695,-657416,3222009,2504745,-530616
(주)베스파,299910,Dec-20,20.82,-40353079,229496,0,0,0,-46429462,6076383,3374878,4049230,-3304
(주)베스파,299910,Dec-18,,-105683382,171791,0,0,0,-106472185,788803,698754,134314260,-38014
(주)뷰노,338220,Dec-18,,,,,,,,,,,
(주)뷰노,338220,Dec-19,,,,,,,,,,,
(주)뷰노,338220,Dec-17,,,,,,,,,,,
(주)뷰노,338220,Dec-20,,,,,,,,,,,
(주)브랜드엑스코퍼레이션,337930,Dec-20,62.24,7536043,419028,0,0,0,6991709,544334,253183,493767,0
(주)브랜드엑스코퍼레이션,337930,Dec-19,,9307228,636461,0,0,0,7629419,1677808,147951,654522,0
(주)브리지텍,64480,Dec-10,,,,,,,,,,,
(주)브리지텍,64480,Dec-12,,,,,,,,,,,
(주)브리지텍,64480,Dec-11,,,,,,,,,,,
(주)브리지텍,64480,Dec-14,,,,,,,,,,,
(주)브리지텍,64480,Dec-15,,,,,,,,,,,
(주)브리지텍,64480,Dec-16,,,,,,,,,,,
(주)브리지텍,64480,Dec-17,,,,,,,,,,,
(주)브리지텍,64480,Dec-18,,,,,,,,,,,
(주)브리지텍,64480,Dec-19,,,,,,,,,,,
(주)브리지텍,64480,Dec-20,,,,,,,,,,,
(주)브리지텍,64480,Dec-13,,,,,,,,,,,
(주)비상교육,100220,Dec-11,24.58,15999255,663842,,0,0,13114079,2885177,1260955,670976,97367
(주)비상교육,100220,Dec-12,20.37,19470151,982971,,0,0,16872544,2597607,1434216,982971,277812
(주)비상교육,100220,Dec-13,18.97,19160145,1695192,0,0,0,13439923,5720222,484589,1695192,261497
(주)비상교육,100220,Dec-14,26.18,14680123,1739692,0,0,0,10488934,4191188,611286,1739692,40278
(주)비상교육,100220,Dec-15,29.64,23052312,808155,0,0,0,16872546,6179766,358103,808155,283254
(주)비상교육,100220,Dec-16,30.4,33141321,355169,0,0,0,25618214,7523107,452399,355169,358995
(주)비상교육,100220,Dec-10,22.05,14369249,1125680,,0,0,10320122,4049127,1455587,1200057,38693
(주)비상교육,100220,Dec-18,28.95,6037937,202667,0,0,0,2327869,3710068,456238,202667,364936
(주)비상교육,100220,Dec-19,29.59,21156403,284393,0,0,0,11156442,9999961,2516332,284393,336300
(주)비상교육,100220,Dec-20,22.94,-16913291,238457,0,0,0,-14904336,-2008955,335688,238457,-337945
(주)비상교육,100220,Dec-17,32.02,24316001,88162,0,0,0,18059171,6256830,578618,88162,367987
(주)비즈니스온커뮤니케이션,138580,Dec-14,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,Dec-17,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,Dec-18,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,Dec-19,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,Dec-20,42.9,3461911,553155,0,0,0,3038533,423378,360144,553155,0
(주)비즈니스온커뮤니케이션,138580,Dec-13,,,,,,,,,,,
(주)비트나인,357880,Dec-18,,,,,,,,,,,
(주)비트나인,357880,Dec-20,-66.54,-10226391,991875,0,0,0,-10226391,0,1580,9431164,0
(주)비트나인,357880,Dec-19,,,,,,,,,,,
(주)비트컴퓨터,32850,Dec-10,20.78,3025332,0,,0,0,4359072,-1333740,328523,915085,0
(주)비트컴퓨터,32850,Dec-12,16.36,484819,864211,,0,0,354003,130817,438382,1241162,0
(주)비트컴퓨터,32850,Dec-13,15.42,-561732,652745,0,0,0,-455961,-105771,369415,652745,-630585
(주)비트컴퓨터,32850,Dec-14,17.95,1586223,529460,0,0,0,1315672,270552,569938,1155045,0
(주)비트컴퓨터,32850,Dec-15,21.69,5721807,336729,0,0,0,4634621,1087186,291289,336729,594431
(주)비트컴퓨터,32850,Dec-11,20.8,3332929,0,,0,0,2670372,662558,419485,904808,0
(주)비트컴퓨터,32850,Dec-17,18.7,4766066,141134,0,0,0,3582818,1183248,281577,141134,821952
(주)비트컴퓨터,32850,Dec-18,14.26,-573153,79565,0,0,0,-233696,-339457,292711,79565,738172
(주)비트컴퓨터,32850,Dec-19,22.61,8567493,172515,0,0,0,7093059,1474434,308888,172515,905114
(주)비트컴퓨터,32850,Dec-20,15.34,7954892,194302,0,0,0,6474398,1480493,743783,194302,363177
(주)비트컴퓨터,32850,Dec-16,19.25,5259280,213634,0,0,0,4160233,1099047,337916,213634,676863
(주)사람인에이치알,143240,Dec-11,,,,,,,,,,,
(주)사람인에이치알,143240,Dec-12,,,,,,,,,,,
(주)사람인에이치알,143240,Dec-13,,,,,,,,,,,
(주)사람인에이치알,143240,Dec-10,,,,,,,,,,,
(주)사람인에이치알,143240,Dec-15,,,,,,,,,,,
(주)사람인에이치알,143240,Dec-16,24.95,12857989,504,0,0,0,10420313,2437676,461631,504,0
(주)사람인에이치알,143240,Dec-17,18.82,4356714,16,0,0,0,3409905,946809,974935,16,0
(주)사람인에이치알,143240,Dec-18,31.45,21215319,7397,0,0,0,16668712,4546607,1079294,340312,0
(주)사람인에이치알,143240,Dec-19,40.88,31637561,33241,0,0,0,25460629,6176932,2348883,143515,0
(주)사람인에이치알,143240,Dec-20,44.46,27379856,43702,0,0,0,21620057,5759799,2423313,510255,0
(주)사람인에이치알,143240,Dec-14,65,4263858,3452,0,0,0,3250821,1013037,1344161,13536,0
(주)삼성출판사,68290,Dec-11,27.59,6814657,56809,,0,0,6354353,460304,774920,58811,0
(주)삼성출판사,68290,Dec-12,29.52,4609096,68524,,0,0,3922650,686446,445400,77375,1853176
(주)삼성출판사,68290,Dec-13,18.44,6887819,738156,0,0,0,5613496,1274323,566504,1080976,281219
(주)삼성출판사,68290,Dec-14,13.63,9352128,1021024,0,0,0,6949602,2402526,1053222,1043186,653652
(주)삼성출판사,68290,Dec-15,14.18,8159948,1017549,0,0,0,6724811,1571270,306715,1046687,155967
(주)삼성출판사,68290,Dec-16,12.62,11886342,900585,0,0,0,9905223,1981119,325348,934442,165655
(주)삼성출판사,68290,Dec-17,19.87,9711151,1326648,0,0,0,5860955,3850196,235971,1574713,-54128
(주)삼성출판사,68290,Dec-18,15.25,1208983,1684353,0,0,0,458115,750868,195309,2322847,1232994
(주)삼성출판사,68290,Dec-19,10.03,7305637,4298319,0,0,0,6603130,702507,1887035,5344987,3070001
(주)삼성출판사,68290,Dec-20,11.53,68624944,3422380,0,0,0,53270131,15354813,7460167,8625548,2920557
(주)삼성출판사,68290,Dec-10,27.35,7126797,372932,,0,0,6497708,629089,384297,1047933,0
(주)상상인,38540,Dec-11,51.3,7606363,5888,,0,0,7579784,26579,2876406,376714,0
(주)상상인,38540,Dec-12,-20.33,2875205,26743,,0,0,2585765,289440,1454193,368522,0
(주)상상인,38540,Dec-13,-17.65,9759840,62186,0,0,0,10308723,-548883,841548,130254,1536997
(주)상상인,38540,Dec-14,7.02,22624164,185510,0,0,0,20680303,1943861,1147897,820725,-246183
(주)상상인,38540,Dec-10,44.15,3673387,103224,,0,0,3492823,180564,1277355,1556719,0
(주)상상인,38540,Dec-16,-12.57,82519134,648326,0,0,0,68380027,13841830,465228,666266,0
(주)상상인,38540,Dec-17,-5.81,118883314,151167,0,0,0,100182154,18701159,749563,330062,0
(주)상상인,38540,Dec-18,-1.49,180984428,1228168,0,0,0,136605171,44379257,826698,1251418,0
(주)상상인,38540,Dec-19,4.52,163507886,3927710,0,0,0,120386462,43121424,410027,3929442,-391901
(주)상상인,38540,Dec-20,-13.77,87696219,1035860,0,0,0,64319442,23376777,3640703,8308797,-478245
(주)상상인,38540,Dec-15,0.52,36503148,485664,0,0,0,34021672,2283484,4234556,1284207,36351
(주)선데이토즈,123420,Dec-11,,,,,,,,,,,
(주)선데이토즈,123420,Dec-12,,,,,,,,,,,
(주)선데이토즈,123420,Dec-13,,,,,,,,,,,
(주)선데이토즈,123420,Dec-14,75.77,62145374,13116,0,0,0,48298813,13846561,1792425,42349,0
(주)선데이토즈,123420,Dec-15,84.66,27468480,0,0,0,0,20595771,6872709,2260476,17617,0
(주)선데이토즈,123420,Dec-16,77.94,19138050,0,0,0,0,15613130,3524920,2372917,54686,0
(주)선데이토즈,123420,Dec-17,67.05,14784431,0,0,0,0,14145326,639106,3359479,74070,0
(주)선데이토즈,123420,Dec-18,54.86,12069703,0,0,0,0,9921389,2148314,4069910,158571,0
(주)선데이토즈,123420,Dec-19,69.5,5944466,170144,0,0,0,2962423,2982043,4330698,2436496,1364737
(주)선데이토즈,123420,Dec-20,77.12,14168147,143833,0,0,0,14643915,-475768,6017057,1709367,-2396893
(주)선데이토즈,123420,Dec-10,,,,,,,,,,,
(주)셀바스에이아이,108860,Dec-11,18.36,471022,51559,,0,0,873879,-402857,143299,60550,0
(주)셀바스에이아이,108860,Dec-12,,,,,,,,,,,
(주)셀바스에이아이,108860,Dec-13,,,,,,,,,,,
(주)셀바스에이아이,108860,Dec-14,37.63,-4641086,54722,0,0,0,-4422894,-218192,1238861,807895,0
(주)셀바스에이아이,108860,Dec-15,33.14,-831692,584452,0,0,0,-656849,-174843,826865,1322976,0
(주)셀바스에이아이,108860,Dec-16,17.23,-19104320,623837,0,0,0,-19289047,184727,691730,4220841,0
(주)셀바스에이아이,108860,Dec-17,4.71,-4348860,1114020,0,0,0,-4282233,-66628,313572,1332893,0
(주)셀바스에이아이,108860,Dec-18,-15.99,-25790871,1369214,0,0,0,-26584553,793682,151886,1380289,0
(주)셀바스에이아이,108860,Dec-19,2.5,-9404813,1563210,0,0,0,-8592018,-812794,97091,1577009,0
(주)셀바스에이아이,108860,Dec-20,17.81,4172472,1237042,0,0,0,4284014,-111543,248281,1279742,0
(주)셀바스에이아이,108860,Dec-10,23.16,3539270,25813,,0,0,3439101,100169,275009,68778,0
(주)소리바다,53110,Dec-11,52.25,4091393,312394,,0,0,4865197,-773803,652201,324353,0
(주)소리바다,53110,Dec-12,54.26,-3557950,129752,,0,0,-4041808,483857,378199,281713,0
(주)소리바다,53110,Dec-13,39.88,-4026678,530847,0,0,0,-4708532,681854,836726,585172,0
(주)소리바다,53110,Dec-14,35.49,-6343176,265228,0,0,0,-7007012,663836,708201,1552733,0
(주)소리바다,53110,Dec-15,25.63,-4917889,55851,0,0,0,-5177141,259252,223175,57559,0
(주)소리바다,53110,Dec-16,7.63,-8797768,626349,0,0,0,-8642394,-155374,324631,695643,0
(주)소리바다,53110,Dec-17,-1.31,-6855901,1277681,0,0,0,-6015913,-839988,111122,1446808,0
(주)소리바다,53110,Dec-18,-13.54,-10255323,1620694,0,0,0,-10489300,233977,423924,1649789,0
(주)소리바다,53110,Dec-19,-27.98,-13596206,1823578,0,0,0,-12938082,225763,651050,2006741,0
(주)소리바다,53110,Dec-20,-27.93,-43952864,2163700,0,0,0,-44003322,50459,419692,2954473,0
(주)소리바다,53110,Dec-10,50.83,4123668,195148,,0,0,5045834,-922165,230932,203157,0
(주)솔트룩스,304100,Dec-14,,,,,,,,,,,
(주)솔트룩스,304100,Dec-15,,,,,,,,,,,
(주)솔트룩스,304100,Dec-16,,,,,,,,,,,
(주)솔트룩스,304100,Dec-17,,,,,,,,,,,
(주)솔트룩스,304100,Dec-18,83.48,42465,388312,0,0,0,52483,-10018,299453,424454,0
(주)솔트룩스,304100,Dec-19,64.64,714486,371838,0,0,0,826261,-111775,1288094,403446,0
(주)솔트룩스,304100,Dec-20,58.66,370400,76746,0,0,0,513446,-143046,930419,567959,0
(주)솔트룩스,304100,Dec-13,,,,,,,,,,,
(주)솔트웍스,222520,Dec-13,,,,,,,,,,,
(주)솔트웍스,222520,Dec-15,,,,,,,,,,,
(주)솔트웍스,222520,Dec-14,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-11,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-12,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-13,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-14,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-15,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-16,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-17,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-18,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-19,,,,,,,,,,,
(주)수산아이앤티,50960,Dec-20,24.21,2776117,165936,0,0,0,2023000,753117,567257,711798,0
(주)수산아이앤티,50960,Dec-10,,,,,,,,,,,
(주)스페이스솔루션,245030,Dec-14,,,,,,,,,,,
(주)스페이스솔루션,245030,Dec-16,,,,,,,,,,,
(주)스페이스솔루션,245030,Dec-17,,,,,,,,,,,
(주)스페이스솔루션,245030,Dec-15,,,,,,,,,,,
(주)스포츠서울,39670,Dec-11,-4.82,-2659478,3165655,,0,0,-33501284,20397,357158,3170597,0
(주)스포츠서울,39670,Dec-12,-0.91,-7154296,1755688,,0,0,-7691649,0,421913,1756567,0
(주)스포츠서울,39670,Dec-13,-8.93,-16122911,902990,0,0,0,-25931123,0,43447,902990,0
(주)스포츠서울,39670,Mar-15,-4.37,-10561982,396587,0,0,0,-10561982,0,31498,396587,0
(주)스포츠서울,39670,Dec-10,-17.75,-4567330,1175830,,0,0,926551,8438,828804,1199705,0
(주)스포츠서울,39670,Mar-17,17.65,-507279,381330,0,0,0,-507279,0,242936,381330,0
(주)스포츠서울,39670,Mar-18,0.67,-19552776,2236716,0,0,0,-19591088,38312,203174,2288698,0
(주)스포츠서울,39670,Mar-19,-2.95,-48205046,4638287,0,0,0,-47829422,-375624,339396,4652759,0
(주)스포츠서울,39670,Mar-20,-95.31,-15157976,2093569,0,0,0,-23546619,0,1000409,2093788,0
(주)스포츠서울,39670,Mar-16,4.38,-4624591,292282,0,0,0,-4624591,0,28240,328485,0
(주)시냅스엠,246830,Dec-15,,,,,,,,,,,
(주)시냅스엠,246830,Dec-16,,,,,,,,,,,
(주)시냅스엠,246830,Dec-17,,,,,,,,,,,
(주)시냅스엠,246830,Dec-14,,,,,,,,,,,
(주)시큐브,131090,Dec-10,,,,,,,,,,,
(주)시큐브,131090,Dec-11,,,,,,,,,,,
(주)시큐브,131090,Dec-13,,,,,,,,,,,
(주)시큐브,131090,Dec-14,,,,,,,,,,,
(주)시큐브,131090,Dec-15,,,,,,,,,,,
(주)시큐브,131090,Dec-16,58.36,1195837,0,0,0,0,1319692,-123855,138871,20720,0
(주)시큐브,131090,Dec-17,60.35,3365028,0,0,0,0,3106936,258092,146573,63945,0
(주)시큐브,131090,Dec-18,64.62,2682770,0,0,0,0,2596981,85790,152053,1263,0
(주)시큐브,131090,Dec-19,66.5,5167381,6324,0,0,0,5145956,21425,173471,14426,0
(주)시큐브,131090,Dec-20,73.53,1522893,5592,0,0,0,2530753,-1007860,111240,34039,0
(주)시큐브,131090,Dec-12,,,,,,,,,,,
(주)시티랩스,139050,Dec-11,,,,,,,,,,,
(주)시티랩스,139050,Dec-12,,,,,,,,,,,
(주)시티랩스,139050,Dec-13,32.88,506401,1218,0,0,0,449217,-3660,311809,15887,0
(주)시티랩스,139050,Dec-14,32.9,2093054,3012,0,0,0,1669497,423557,386720,5760,0
(주)시티랩스,139050,Dec-15,15.64,-1195183,249239,0,0,0,-721167,-474017,392986,249721,0
(주)시티랩스,139050,Dec-16,23.06,-2236466,294042,0,0,0,-2655722,419256,318345,296326,0
(주)시티랩스,139050,Dec-17,24.04,-10121642,188144,0,0,0,-9350611,-771031,516070,882093,0
(주)시티랩스,139050,Dec-18,-5.48,-1295993,436332,0,0,0,-1065866,-230127,746693,437782,0
(주)시티랩스,139050,Dec-19,-16.28,-11619803,3437745,0,0,0,-12001532,465832,1332531,10217702,-3128246
(주)시티랩스,139050,Dec-20,14.23,-1556971,3544005,0,0,0,-3216867,1659896,7016636,5176038,-966273
(주)시티랩스,139050,Dec-10,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-10,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-12,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-13,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-14,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-15,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-16,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-17,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-18,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-19,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-20,,,,,,,,,,,
(주)신세계아이앤씨,35510,Dec-11,,,,,,,,,,,
(주)신지소프트,78700,2020,,,,,,,,,,,
(주)신테카바이오,226330,Dec-20,,,,,,,,,,,
(주)신테카바이오,226330,Dec-19,,,,,,,,,,,
(주)신테카바이오,226330,Dec-18,,,,,,,,,,,
(주)싸이버원,356890,Dec-20,,,,,,,,,,,
(주)싸이버원,356890,Dec-19,,,,,,,,,,,
(주)싸이버원,356890,Dec-18,,,,,,,,,,,
(주)썸에이지,208640,Dec-16,80.35,-7327734,5685,0,0,0,-7197287,-130447,392484,244187,0
(주)썸에이지,208640,Dec-17,81.09,-8723517,64042,0,0,0,-8706014,-17503,466627,64042,-401081
(주)썸에이지,208640,Dec-18,12.03,-29167259,169226,0,0,0,-29367175,199916,703236,169226,-1752001
(주)썸에이지,208640,Dec-19,73.36,-14157793,477431,0,0,0,-14157793,0,585006,477431,-502767
(주)썸에이지,208640,Dec-20,65.6,-11264064,109552,0,0,0,-7710881,-3553183,347969,109552,-903243
(주)썸에이지,208640,Dec-15,,,,,,,,,,,
(주)썸에이지,208640,Dec-14,,,,,,,,,,,
(주)씨오더블유오엔,56000,Dec-12,8.19,-16684266,1832924,,0,0,-14751856,-1932410,691263,1832924,0
(주)씨오더블유오엔,56000,Dec-13,-21.33,-11201108,1981647,0,0,0,-10808062,-393046,575124,1981647,0
(주)씨오더블유오엔,56000,Dec-14,-11.35,-6850011,2283859,0,0,0,-6851655,1644,393831,2283859,0
(주)씨오더블유오엔,56000,Dec-11,30.83,-10492231,1245378,,0,0,-10308689,-183542,477841,1245378,0
(주)씨오더블유오엔,56000,Dec-16,,,,,,,,,,,
(주)씨오더블유오엔,56000,Dec-17,77.39,181469,290396,0,0,0,181469,0,354018,290396,0
(주)씨오더블유오엔,56000,Dec-18,81.5,-1004766,41528,0,0,0,-1004766,0,230349,41528,0
(주)씨오더블유오엔,56000,Dec-19,74.51,-3367747,125321,0,0,0,-3367747,0,251092,125321,0
(주)씨오더블유오엔,56000,Dec-15,-16.35,-10267980,591997,0,0,0,-10321895,0,175320,750924,-3227462
(주)씨오더블유오엔,56000,Dec-20,43.02,296576,231164,0,0,0,296576,0,612981,686838,0
(주)씨오더블유오엔,56000,Dec-10,39.5,9514189,694936,,0,0,7745589,1768600,274674,694936,0
(주)씨이랩,189330,Dec-12,,,,,,,,,,,
(주)씨이랩,189330,Dec-14,,,,,,,,,,,
(주)씨이랩,189330,Dec-15,,,,,,,,,,,
(주)씨이랩,189330,Dec-11,,,,,,,,,,,
(주)씨이랩,189330,Dec-17,,,,,,,,,,,
(주)씨이랩,189330,Dec-18,,,,,,,,,,,
(주)씨이랩,189330,Dec-19,,,,,,,,,,,
(주)씨이랩,189330,Dec-20,,,,,,,,,,,
(주)씨이랩,189330,Dec-16,,,,,,,,,,,
(주)씨이랩,189330,Dec-13,,,,,,,,,,,
(주)아시아경제,127710,Dec-12,,,,,,,,,,,
(주)아시아경제,127710,Dec-13,40.13,3265552,675743,0,0,0,2433132,832420,542593,675743,0
(주)아시아경제,127710,Dec-14,43.44,9039486,502272,0,0,0,7093206,1946280,576965,502272,0
(주)아시아경제,127710,Dec-15,51.52,8244357,517236,0,0,0,5967970,2239584,626829,517236,0
(주)아시아경제,127710,Dec-11,,,,,,,,,,,
(주)아시아경제,127710,Dec-17,37.15,7842970,60354,0,0,0,9975159,2027478,1247573,60354,0
(주)아시아경제,127710,Dec-18,13.11,4378141,1196419,0,0,0,29531705,1156088,1318408,1196419,0
(주)아시아경제,127710,Dec-19,18.09,5894584,1258170,0,0,0,4083296,1796629,1421751,1258170,0
(주)아시아경제,127710,Dec-10,,,,,,,,,,,
(주)아시아경제,127710,Dec-16,55.58,9040346,71218,0,0,0,6836613,1999508,809237,71218,0
(주)아시아경제,127710,Dec-20,9.55,4803930,992490,0,0,0,4322278,481652,1481882,992490,0
(주)아시아미디어홀딩스,52810,Dec-10,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-15,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-16,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-17,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-18,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-19,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-20,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-14,,,,,,,,,,,
(주)아이스크림에듀,289010,Dec-13,,,,,,,,,,,
(주)아이엠비씨,52220,Dec-10,,,,,,,,,,,
(주)아이엠비씨,52220,Dec-11,,,,,,,,,,,
